time,power_setpoint_kW
00:23:17,3.22
00:23:18,3.28
00:23:19,3.35
00:23:20,3.42
00:23:21,3.48
00:23:22,3.55
00:23:23,3.61
00:23:24,3.68
00:23:25,3.74
00:23:26,3.81
00:23:27,3.87
00:23:28,3.93
00:23:29,4.0
00:23:30,4.06
00:23:31,4.13
00:23:32,4.19
00:23:33,4.25
00:23:34,4.32
00:23:35,4.38
00:23:36,4.44
00:23:37,4.5
00:23:38,4.57
00:23:39,4.63
00:23:40,4.69
00:23:41,4.75
00:23:42,4.81
00:23:43,4.87
00:23:44,4.93
00:23:45,4.99
00:23:46,5.06
00:23:47,5.12
00:23:48,5.18
00:23:49,5.23
00:23:50,5.29
00:23:51,5.35
00:23:52,5.41
00:23:53,5.47
00:23:54,5.53
00:23:55,5.59
00:23:56,5.64
00:23:57,5.7
00:23:58,5.76
00:23:59,5.82
00:24:00,5.87
00:24:01,5.93
00:24:02,5.99
00:24:03,6.04
00:24:04,6.1
00:24:05,6.15
00:24:06,6.21
00:24:07,6.26
00:24:08,6.32
00:24:09,6.37
00:24:10,6.42
00:24:11,6.48
00:24:12,6.53
00:24:13,6.58
00:24:14,6.63
00:24:15,6.69
00:24:16,6.74
00:24:17,6.79
00:24:18,6.84
00:24:19,6.89
00:24:20,6.94
00:24:21,6.99
00:24:22,7.04
00:24:23,7.09
00:24:24,7.14
00:24:25,7.19
00:24:26,7.24
00:24:27,7.28
00:24:28,7.33
00:24:29,7.38
00:24:30,7.43
00:24:31,7.47
00:24:32,7.52
00:24:33,7.56
00:24:34,7.61
00:24:35,7.66
00:24:36,7.7
00:24:37,7.74
00:24:38,7.79
00:24:39,7.83
00:24:40,7.88
00:24:41,7.92
00:24:42,7.96
00:24:43,8.0
00:24:44,8.04
00:24:45,8.09
00:24:46,8.13
00:24:47,8.17
00:24:48,8.21
00:24:49,8.25
00:24:50,8.29
00:24:51,8.32
00:24:52,8.36
00:24:53,8.4
00:24:54,8.44
00:24:55,8.48
00:24:56,8.51
00:24:57,8.55
00:24:58,8.58
00:24:59,8.62
00:25:00,8.66
00:25:01,8.69
00:25:02,8.72
00:25:03,8.76
00:25:04,8.79
00:25:05,8.82
00:25:06,8.86
00:25:07,8.89
00:25:08,8.92
00:25:09,8.95
00:25:10,8.98
00:25:11,9.01
00:25:12,9.04
00:25:13,9.07
00:25:14,9.1
00:25:15,9.13
00:25:16,9.16
00:25:17,9.19
00:25:18,9.21
00:25:19,9.24
00:25:20,9.27
00:25:21,9.29
00:25:22,9.32
00:25:23,9.34
00:25:24,9.37
00:25:25,9.39
00:25:26,9.42
00:25:27,9.44
00:25:28,9.46
00:25:29,9.48
00:25:30,9.51
00:25:31,9.53
00:25:32,9.55
00:25:33,9.57
00:25:34,9.59
00:25:35,9.61
00:25:36,9.63
00:25:37,9.65
00:25:38,9.66
00:25:39,9.68
00:25:40,9.7
00:25:41,9.71
00:25:42,9.73
00:25:43,9.75
00:25:44,9.76
00:25:45,9.78
00:25:46,9.79
00:25:47,9.8
00:25:48,9.82
00:25:49,9.83
00:25:50,9.84
00:25:51,9.85
00:25:52,9.87
00:25:53,9.88
00:25:54,9.89
00:25:55,9.9
00:25:56,9.91
00:25:57,9.92
00:25:58,9.92
00:25:59,9.93
00:26:00,9.94
00:26:01,9.95
00:26:02,9.95
00:26:03,9.96
00:26:04,9.97
00:26:05,9.97
00:26:06,9.98
00:26:07,9.98
00:26:08,9.98
00:26:09,9.99
00:26:10,9.99
00:26:11,9.99
00:26:12,9.99
00:26:13,9.99
00:26:14,9.99
00:26:15,10.0
00:26:16,9.99
00:26:17,9.99
00:26:18,9.99
00:26:19,9.99
00:26:20,9.99
00:26:21,9.99
00:26:22,9.98
00:26:23,9.98
00:26:24,9.98
00:26:25,9.97
00:26:26,9.97
00:26:27,9.96
00:26:28,9.95
00:26:29,9.95
00:26:30,9.94
00:26:31,9.93
00:26:32,9.92
00:26:33,9.92
00:26:34,9.91
00:26:35,9.9
00:26:36,9.89
00:26:37,9.88
00:26:38,9.87
00:26:39,9.85
00:26:40,9.84
00:26:41,9.83
00:26:42,9.82
00:26:43,9.8
00:26:44,9.79
00:26:45,9.78
00:26:46,9.76
00:26:47,9.75
00:26:48,9.73
00:26:49,9.71
00:26:50,9.7
00:26:51,9.68
00:26:52,9.66
00:26:53,9.65
00:26:54,9.63
00:26:55,9.61
00:26:56,9.59
00:26:57,9.57
00:26:58,9.55
00:26:59,9.53
00:27:00,9.51
00:27:01,9.48
00:27:02,9.46
00:27:03,9.44
00:27:04,9.42
00:27:05,9.39
00:27:06,9.37
00:27:07,9.34
00:27:08,9.32
00:27:09,9.29
00:27:10,9.27
00:27:11,9.24
00:27:12,9.21
00:27:13,9.19
00:27:14,9.16
00:27:15,9.13
00:27:16,9.1
00:27:17,9.07
00:27:18,9.04
00:27:19,9.01
00:27:20,8.98
00:27:21,8.95
00:27:22,8.92
00:27:23,8.89
00:27:24,8.86
00:27:25,8.82
00:27:26,8.79
00:27:27,8.76
00:27:28,8.72
00:27:29,8.69
00:27:30,8.66
00:27:31,8.62
00:27:32,8.58
00:27:33,8.55
00:27:34,8.51
00:27:35,8.48
00:27:36,8.44
00:27:37,8.4
00:27:38,8.36
00:27:39,8.32
00:27:40,8.29
00:27:41,8.25
00:27:42,8.21
00:27:43,8.17
00:27:44,8.13
00:27:45,8.09
00:27:46,8.04
00:27:47,8.0
00:27:48,7.96
00:27:49,7.92
00:27:50,7.88
00:27:51,7.83
00:27:52,7.79
00:27:53,7.74
00:27:54,7.7
00:27:55,7.66
00:27:56,7.61
00:27:57,7.56
00:27:58,7.52
00:27:59,7.47
00:28:00,7.43
00:28:01,7.38
00:28:02,7.33
00:28:03,7.28
00:28:04,7.24
00:28:05,7.19
00:28:06,7.14
00:28:07,7.09
00:28:08,7.04
00:28:09,6.99
00:28:10,6.94
00:28:11,6.89
00:28:12,6.84
00:28:13,6.79
00:28:14,6.74
00:28:15,6.69
00:28:16,6.63
00:28:17,6.58
00:28:18,6.53
00:28:19,6.48
00:28:20,6.42
00:28:21,6.37
00:28:22,6.32
00:28:23,6.26
00:28:24,6.21
00:28:25,6.15
00:28:26,6.1
00:28:27,6.04
00:28:28,5.99
00:28:29,5.93
00:28:30,5.87
00:28:31,5.82
00:28:32,5.76
00:28:33,5.7
00:28:34,5.64
00:28:35,5.59
00:28:36,5.53
00:28:37,5.47
00:28:38,5.41
00:28:39,5.35
00:28:40,5.29
00:28:41,5.23
00:28:42,5.18
00:28:43,5.12
00:28:44,5.06
00:28:45,4.99
00:28:46,4.93
00:28:47,4.87
00:28:48,4.81
00:28:49,4.75
00:28:50,4.69
00:28:51,4.63
00:28:52,4.57
00:28:53,4.5
00:28:54,4.44
00:28:55,4.38
00:28:56,4.32
00:28:57,4.25
00:28:58,4.19
00:28:59,4.13
00:29:00,4.06
00:29:01,4.0
00:29:02,3.93
00:29:03,3.87
00:29:04,3.81
00:29:05,3.74
00:29:06,3.68
00:29:07,3.61
00:29:08,3.55
00:29:09,3.48
00:29:10,3.42
00:29:11,3.35
00:29:12,3.28
00:29:13,3.22
00:29:14,3.15
00:29:15,3.09
00:29:16,3.02
00:29:17,2.95
00:29:18,2.89
00:29:19,2.82
00:29:20,2.75
00:29:21,2.68
00:29:22,2.62
00:29:23,2.55
00:29:24,2.48
00:29:25,2.41
00:29:26,2.35
00:29:27,2.28
00:29:28,2.21
00:29:29,2.14
00:29:30,2.07
00:29:31,2.01
00:29:32,1.94
00:29:33,1.87
00:29:34,1.8
00:29:35,1.73
00:29:36,1.66
00:29:37,1.59
00:29:38,1.52
00:29:39,1.46
00:29:40,1.39
00:29:41,1.32
00:29:42,1.25
00:29:43,1.18
00:29:44,1.11
00:29:45,1.04
00:29:46,0.97
00:29:47,0.9
00:29:48,0.83
00:29:49,0.76
00:29:50,0.69
00:29:51,0.62
00:29:52,0.55
00:29:53,0.48
00:29:54,0.41
00:29:55,0.34
00:29:56,0.27
00:29:57,0.2
00:29:58,0.13
00:29:59,0.06
